Data Set      1=Norwich                0= Peterborough ;Tno ;Site ;Hard Standing Index % ;Species ;Species Code ;Age Class ;Age Index 1=Y 2=SM 3=EM 4=M  ;Ht (m) ;dbh (mm) ;dbh (m) ;Age estimate ;Clearance Ht (m) ;Crown Depth (m) ;Pruning Index 5 = pruned within 5yrs  10 pruned between 5 and 10yrs ;Type of Prunning None= 0 CR= 1 Other = 2 Both = 3 ;N ;E ;S ;W ;Total N,S,E,W Radial Crown Spread (m) ;Average Radial Crown spread (m) ;Adjustment diameter ;Total Mean Radial Crown Spread (m) ;Crown Diameter (m) ;Grid Reference ;Superfical Geology From British Geological Survey Geology of Britain Viewer ;Soil Code 1=sand and gravel 2= Clay 3=silt ;Notes ;Ratio Crown diameter/stem diameter ;HR ;Stem diameter Jan 2017 (mm) ;2yr dia gain (mm) ;Annual Girth Increment (mm) ;Predicted crown diamet using combined formulla ;Difference ;% Variation ;Predicted Ratio using  Combine formula ;Predicted Crown Diameter ;Diference ;% variation
1;74;Royal Norfolk Showgound ;0;Norway maple ;4;EM ;3;12,6;430;0,43;45;3;9,6;10;1;4,6;6,3;6,3;7;24,2;6,05;0,215;6,265;12,53;TG 15151 10252 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;29,14; ; ; ; ;10,74;1,79; ;25,07;10,78;1,75;0,01
1;75;Royal Norfolk Showgound ;0;Silver Birch ;3;EM ;3;16,9;430;0,43;55;2,5;14,4;5;0;4,2;5,6;5;4,8;19,6;4,9;0,215;5,115;10,23;TG 15151 10254 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;23,79; ; ; ; ;10,74;-0,51; ;25,07;10,78;-0,55;0,01
1;76;Royal Norfolk Showgound ;0;Silver Birch ;3;EM ;3;12,6;370;0,37;47;2,2;10,4;10;0;3,5;4,7;4,9;4,2;17,3;4,325;0,185;4,51;9,02;TG 15151 10256 ;Sheringham Cliffs Formation - Sand And Gravel  ;1;` ;24,38; ; ; ; ;9,63;-0,61; ;26,46;9,79;-0,77;0,01
1;77;Royal Norfolk Showgound ;0;Silver Birch ;3;EM ;3;11,9;280;0,28;36;1,5;10,4;10;0;3,1;3,8;3,3;3,1;13,3;3,325;0,14;3,465;6,93;TG 15151 10257 ;Sheringham Cliffs Formation - Sand And Gravel  ;1; ;24,75; ; ; ; ;7,83;-0,9; ;28,79;8,06;-1,13;0,01
1;78;Trowse Roundabout ;0;Oak ;1;Y ;1;5,5;92;0,092; ;1,9;3,6;5;2;2,4;2,6;2,6;1,7;9,3;2,325;0,046;2,371;4,742;TG24157 07046 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;51,54;HR ; ; ; ;3,6;1,14; ;34,59;3,18;1,56;0,01
1;79;Trowse Roundabout ;0;Oak ;1;Y ;1;5,6;98;0,098;9;1,8;3,8;0;0;1,8;1,7;1,7;1,8;7;1,75;0,049;1,799;3,598;TG24177 07107 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;36,71; ; ; ; ;3,75;-0,15; ;34,39;3,37;0,23;0,01
1;80;Trowse Roundabout ;18;Oak ;1;SM ;2;11,5;288;0,288;26;2;9,5;10;3;5,4;4,3;4,4;5,8;19,9;4,975;0,144;5,119;10,238;TG24169 07083 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;35,55; ; ; ; ;8;2,24; ;28,57;8,23;2,01;0,01
1;81;Wilberforce Road ;40;Silver Birch ;3;SM ;2;7,1;159;0,159;20;2,5;4,6;5;1;2,2;1,8;2;2,2;8,2;2,05;0,0795;2,1295;4,259;TG 19026 08708 ;Leet Hill Sand And Gravel Member - ;1; ;26,79; ; ; ; ;5,18;-0,92; ;32,38;5,15;-0,89;0,01
1;82;Redfern Rd ;1;Norway maple ;4;EM ;3;12,7;425;0,425;44;2,5;10,2;10;1;7,3;6,8;6,8;6,1;27;6,75;0,2125;6,9625;13,925;TG15169 10251 ;River Terrace Deposits, 1 - Sand And Gravel  ;1; ;32,76; ; ; ; ;10,65;3,28; ;25,18;10,7;3,22;0,01
1;83;Earlham Green Lane ;30;Silver Birch ;3;EM ;3;15,1;234;0,234;30;3,5;11,6;5;1;3,9;4,1;2,6;2,7;13,3;3,325;0,117;3,442;6,884;TG1932709137 ;Leet Hill Sand And Gravel Member - ;1; ;29,42; ; ; ; ;6,86;0,03; ;30,09;7,04;-0,16;0,01
1;84;Earlham Green Lane ;40;Silver Birch ;3;EM ;3;17,7;274;0,274;35;3,4;14,3;10;1;3,5;3,9;2,7;2,2;12,3;3,075;0,137;3,212;6,424;TG1932709113 ;Leet Hill Sand And Gravel Member - ;1; ;23,45; ; ; ; ;7,71;-1,28; ;28,95;7,93;-1,51;0,01
1;85;Earlham Green Lane ;5;Silver Birch ;3;Y ;1;9,1;85;0,085;11;2,1;7;0;0;1,8;1,7;1,7;1,3;6,5;1,625;0,0425;1,6675;3,335;TG1942309087 ;Leet Hill Sand And Gravel Member - ;1; ;39,24; ; ; ; ;3,43;-0,1; ;34,83;2,96;0,37;0,01
1;86;Earlham Green Lane ;40;Silver Birch ;3;SM ;2;15,6;295;0,295;38;3,5;12,1;10;1;3,6;5;4,2;2,4;15,2;3,8;0,1475;3,9475;7,895;TG1947309069 ;Leet Hill Sand And Gravel Member - ;1; ;26,76; ; ; ; ;8,14;-0,25; ;28,38;8,37;-0,48;0,01
1;87;Earlham Green Lane ;45;Silver Birch ;3;M ;4;16,2;400;0,4;51;2;14,2;10;1;4,9;4;4,3;3,4;16,6;4,15;0,2;4,35;8,7;TG1945809067 ;Leet Hill Sand And Gravel Member - ;1; ;21,75; ; ; ; ;10,19;-1,49; ;25,75;10,3;-1,6;0,01
1;88;Earlham Green Lane ;55;Silver Birch ;3;M ;4;19,1;439;0,439;56;3;16,1;10;1;5,3;4,6;5,6;4,1;19,6;4,9;0,2195;5,1195;10,239;TG1946909057 ;Leet Hill Sand And Gravel Member - ;1; ;23,32; ; ; ; ;10,9;-0,66; ;24,88;10,92;-0,68;0,01
1;89;Earlham Green Lane ;40;Silver Birch ;3;EM ;3;14,3;285;0,285;37;3,2;11,1;10;1;3,2;3,8;3,3;3,1;13,4;3,35;0,1425;3,4925;6,985;TG1950809025 ;Leet Hill Sand And Gravel Member - ;1; ;24,51; ; ; ; ;7,94;-0,95; ;28,65;8,16;-1,18;0,01
1;90;Earlham Green Lane ;40;Silver Birch ;3;EM ;3;13,6;277;0,277;36;3,5;10,1;10;1;3,5;3;3;2,8;12,3;3,075;0,1385;3,2135;6,427;TG1962908954 ;Leet Hill Sand And Gravel Member - ;1; ;23,2; ; ; ; ;7,77;-1,34; ;28,87;8;-1,57;0,01
1;91;Wilberforce Road ;45;Silver Birch ;3;EM ;3;11,9;265;0,265;34;2;9,9;5;1;3,9;2,8;3,3;3,6;13,6;3,4;0,1325;3,5325;7,065;TG1880408805 ;silty clay, but can contain layers of silt, sand, peat and basal gravel  ;3; ;26,66; ; ; ; ;7,52;-0,45; ;29,2;7,74;-0,67;0,01
1;92;Wilberforce Road ;0;Silver Birch ;3;EM ;3;11;316;0,316;41;1,3;9,7;0;0;3,4;3,6;4,3;4,7;16;4;0,158;4,158;8,316;TG 19176 08499 ;silty clay, but can contain layers of silt, sand, peat and basal gravel  ;3; ;26,32; ; ; ; ;8,57;-0,25; ;27,82;8,79;-0,48;0,01
1;93;Pinebanks House ;60;Silver Birch ;3;EM ;3;13,7;280;0,28;36;1,4;12,3;10;1;3,6;2,8;2,4;2,6;11,4;2,85;0,14;2,99;5,98;TG25592 08744 ;Crag Group Sand and Gravel ;1;At 1 5m 270 10mm increase 4mm ;21,36; ; ; ; ;7,83;-1,85; ;28,79;8,06;-2,08;0,01
1;94;Pinebanks House ;20;Silver Birch ;3;EM ;3;13,5;300;0,3;38;3;10,5;10;1;2,3;2,9;3,8;2,8;11,8;2,95;0,15;3,1;6,2;TG25593 08765 ;Crag Group Sand and Gravel ;1;At 1 5m 275 25mm increase 8mm ;20,67; ; ; ; ;8,24;-2,04; ;28,24;8,47;-2,27;0,01
1;95;Pinebanks House ;35;Silver Birch ;3;EM ;3;13,6;370;0,37;47;2,5;11,1;10;1;2,8;3,9;3,8;3,8;14,3;3,575;0,185;3,76;7,52;TG25593 08771 ;Crag Group Sand and Gravel ;1;At 1 5m 348 18mm increase 6mm ;20,32; ; ; ; ;9,63;-2,11; ;26,46;9,79;-2,27;0,01
 ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6mm average ; ; ; ; ; ; ; ; ; ; ; ;
